Unnamed: 0,TRACTCE_a,TRACTCE_b,distance,SOURCE,TARGET,FOREIGN75K_2010_a,FOREIGN75K_2010_b,FOREIGN75K_2010_delta,WEIGHT
26203,032203,032212,5810.248898784188,53033032203,53033032212,6.707712248865846,6.473293243721258,0.2344190051445878,5.252665909420228
38113,032211,032212,1579.1902069052855,53033032211,53033032212,5.508814102564101,6.473293243721258,0.9644791411571569,1.5177191003304729
43274,032102,032212,9069.693065419478,53033032102,53033032212,1.9457804984696108,6.473293243721258,4.527512745251648,8.615475033402696
46450,025003,032212,7596.643079107521,53033025003,53033032212,9.9,6.473293243721258,3.426706756278742,7.179649446824644
61536,023404,032212,5840.015388570672,53033023404,53033032212,3.3272283272283274,6.473293243721258,3.146064916492931,5.570620341362898
79401,032210,032212,3759.955384778494,53033032210,53033032212,5.3325198291641245,6.473293243721258,1.1407734145571338,3.498037187756358
98060,023100,032212,8697.958613108989,53033023100,53033032212,4.336329984135378,6.473293243721258,2.1369632595858805,8.041859077756678
98854,023403,032212,8021.8256020556555,53033023403,53033032212,4.761904761904762,6.473293243721258,1.7113884818164964,7.39078189003174
107985,023000,032212,9216.435953667216,53033023000,53033032212,7.230064860740176,6.473293243721258,0.7567716170189174,8.370469520002388
119498,032103,032212,4410.955034853055,53033032103,53033032212,1.7671046669687356,6.473293243721258,4.706188576752522,4.440478389043002
120292,032104,032212,7740.283585898773,53033032104,53033032212,2.8402561155803645,6.473293243721258,3.6330371281408937,7.329558940122986
120689,032207,032212,4144.760967106415,53033032207,53033032212,3.859009419629292,6.473293243721258,2.614283824091966,3.99171325280497
124659,023300,032212,9731.895601171236,53033023300,53033032212,3.0081577158395647,6.473293243721258,3.4651355278816935,9.105219593842282
125453,024902,032212,9436.91933105782,53033024902,53033032212,6.05833956619297,6.473293243721258,0.41495367752828827,8.534722765704867
135378,032208,032212,2867.832466913711,53033032208,53033032212,5.3991568067455455,6.473293243721258,1.0741364369757127,2.6884628639199115
139745,025006,032212,8181.749491007018,53033025006,53033032212,5.879959308240081,6.473293243721258,0.5933339354811773,7.422907935454434
5957,022003,032322,7537.790392726876,53033022003,53033032322,2.369584438549956,5.255600229753017,2.886015791203061,7.072612932574495
6354,022604,032322,7965.406295252542,53033022604,53033032322,3.833090732654052,5.255600229753017,1.422509497098965,7.311116615437184
21837,022603,032322,6619.495019318981,53033022603,53033032322,6.10110400929692,5.255600229753017,0.8455037795439031,6.042095895341473
22234,022801,032322,9779.173753393448,53033022801,53033032322,11.877224199288257,5.255600229753017,6.62162396953524,9.463418775007629
24616,021802,032322,7277.207964175523,53033021802,53033032322,3.0449961210240497,5.255600229753017,2.210604108728967,6.770547578630867
27792,021804,032322,8620.030666011677,53033021804,53033032322,1.3190642110502735,5.255600229753017,3.9365360187027436,8.151681201280784
28189,022005,032322,7392.24765089573,53033022005,53033032322,3.297644539614561,5.255600229753017,1.9579556901384558,6.848818454820003
30174,022606,032322,7647.815396216257,53033022606,53033032322,3.8091498134694683,5.255600229753017,1.4464504162835485,7.0276788982229865
44069,032309,032322,5241.487256441006,53033032309,53033032322,18.44272523084602,5.255600229753017,13.187125001093001,6.036051030906206
60346,022500,032322,8778.794618765824,53033022500,53033032322,8.179032902624217,5.255600229753017,2.9234326728711997,8.193258424176362
60743,022703,032322,9633.762700321266,53033022703,53033032322,7.559121621621621,5.255600229753017,2.303521391868604,8.900738569476001
61140,022803,032322,9464.73407699732,53033022803,53033032322,15.064220183486238,5.255600229753017,9.80861995373322,9.49912266467091
69080,021905,032322,6560.333715301788,53033021905,53033032322,2.930928468948555,5.255600229753017,2.324671760804462,6.1367675198520555
69477,022006,032322,7991.217118552428,53033022006,53033032322,6.0517893511783525,5.255600229753017,0.7961891214253356,7.271714318839719
73050,021903,032322,6097.381611173762,53033021903,53033032322,2.1672875042329838,5.255600229753017,3.088312725520033,5.79647472260839
80196,032307,032322,3439.9151197641368,53033032307,53033032322,2.7022573735376505,5.255600229753017,2.5533428562153664,3.35125789340926
80593,032311,032322,5421.245875431189,53033032311,53033032322,2.344529431326904,5.255600229753017,2.911070798426113,5.170228367730681
81387,032320,032322,3801.0154398943323,53033032320,53033032322,2.651988991743808,5.255600229753017,2.6036112380092087,3.68127501970582
96473,022102,032322,9786.67788887409,53033022102,53033032322,4.982661069538238,5.255600229753017,0.27293916021477926,8.835304016008159
96870,022202,032322,8767.410981539704,53033022202,53033032322,4.129339305711087,5.255600229753017,1.1262609240419295,8.003295975789927
97664,022605,032322,5802.962628610522,53033022605,53033032322,10.360524399126,5.255600229753017,5.104924169372983,5.733158782686768
104413,021904,032322,4805.9552543993705,53033021904,53033032322,3.964595242485709,5.255600229753017,1.291004987267308,4.454460227686164
104810,021906,032322,5281.17670128555,53033021906,53033032322,3.035624686402409,5.255600229753017,2.219975543350608,4.975056585492055
107589,022802,032322,7500.514575224942,53033022802,53033032322,7.166666666666668,5.255600229753017,1.911066436913651,6.941569761393813
113544,021803,032322,9757.200860882118,53033021803,53033032322,0.7213706041478809,5.255600229753017,4.5342296256051355,9.23490373735442
122278,032321,032322,2322.4109623680506,53033032321,53033032322,8.549855651787697,5.255600229753017,3.29425542203468,2.4195954083347138
133394,032313,032322,6260.987726945229,53033032313,53033032322,12.620889748549324,5.255600229753017,7.365289518796307,6.371417906130337
134188,032319,032322,5294.117783397801,53033032319,53033032322,1.348662392217555,5.255600229753017,3.906937837535462,5.155399788811567
135776,022203,032322,9830.706192871748,53033022203,53033032322,5.545013704406494,5.255600229753017,0.2894134746534771,8.87657692104992
136173,022902,032322,9644.033356245553,53033022902,53033032322,10.56761268781302,5.255600229753017,5.3120124580600026,9.210831266426998
144113,022001,032322,7895.666468212874,53033022001,53033032322,3.4000000000000004,5.255600229753017,1.8556002297530165,7.291659844366888
144510,022400,032322,9646.415555522097,53033022400,53033032322,5.150927720852949,5.255600229753017,0.10467250890006774,8.692241250859894
150465,032316,032322,9788.456119478817,53033032316,53033032322,12.385321100917432,5.255600229753017,7.129720871164415,9.522582594647377
441,032212,032213,2406.2472315106243,53033032212,53033032213,6.473293243721258,5.182996135485338,1.2902971082359205,2.294652219183154
26246,032203,032213,5960.359434524011,53033032203,53033032213,6.707712248865846,5.182996135485338,1.5247161133805083,5.51679510240966
38156,032211,032213,2170.239646216181,53033032211,53033032213,5.508814102564101,5.182996135485338,0.32581796707876354,1.9857974783024392
46493,025003,032213,9310.665956699002,53033025003,53033032213,9.9,5.182996135485338,4.717003864514663,8.851299747480569
61579,023404,032213,7381.925679151394,53033023404,53033032213,3.3272283272283274,5.182996135485338,1.8557678082570104,6.829309892061957
79444,032210,032213,4329.32783487093,53033032210,53033032213,5.3325198291641245,5.182996135485338,0.1495236936787867,3.911347420751716
98103,023100,032213,9087.18433312212,53033023100,53033032213,4.336329984135378,5.182996135485338,0.84666615134996,8.263132514944905
98897,023403,032213,9122.293715140542,53033023403,53033032213,4.761904761904762,5.182996135485338,0.4210913735805759,8.252173480984547
108028,023000,032213,9114.597127856116,53033023000,53033032213,7.230064860740176,5.182996135485338,2.047068725254838,8.40784428759599
119541,032103,032213,6777.457309507677,53033032103,53033032213,1.7671046669687356,5.182996135485338,3.415891468516602,6.44130072540857
120732,032207,032213,5133.894505791891,53033032207,53033032213,3.859009419629292,5.182996135485338,1.3239867158560457,4.752903726798307
135421,032208,032213,4849.688855646634,53033032208,53033032213,5.3991568067455455,5.182996135485338,0.21616067126020777,4.386336037207991
442,032212,032318,7690.031065201126,53033032212,53033032318,6.473293243721258,8.921513269339357,2.448220025618099,7.165849961242823
6794,023201,032318,8136.3357344765245,53033023201,53033032318,10.53346924906558,8.921513269339357,1.6119559797262237,7.483897759001495
17513,032213,032318,6172.765641211964,53033032213,53033032318,5.182996135485338,8.921513269339357,3.7385171338540193,5.92934079047617
22277,022801,032318,9189.477669086156,53033022801,53033032318,11.877224199288257,8.921513269339357,2.9557109299489,8.566100995172432
22674,023202,032318,7388.305279544486,53033023202,53033032318,4.94279176201373,8.921513269339357,3.978721507325627,7.047346902322601
26247,032203,032318,4759.239085112838,53033032203,53033032318,6.707712248865846,8.921513269339357,2.213801020473511,4.504695278648906
30217,022606,032318,9906.897395623879,53033022606,53033032318,3.8091498134694683,8.921513269339357,5.112363455869889,9.42744400164848
33790,022901,032318,6485.6499418462745,53033022901,53033032318,7.401719901719901,8.921513269339357,1.5197933676194557,5.989064284423592
38157,032211,032318,6211.617208694408,53033032211,53033032318,5.508814102564101,8.921513269339357,3.4126991667752558,5.931725404502493
43715,032214,032318,3670.085555087161,53033032214,53033032318,12.582781456953645,8.921513269339357,3.6612681876142883,3.6692038183398736
44112,032309,032318,9494.607917993133,53033032309,53033032318,18.44272523084602,8.921513269339357,9.521211961506662,9.497268322344485
44509,032317,032318,1453.2501446820406,53033032317,53033032318,8.701754385964913,8.921513269339357,0.21975888337444438,1.329901018551281
61183,022803,032318,7520.222588473186,53033022803,53033032318,15.064220183486238,8.921513269339357,6.142706914146881,7.382471021040556
61580,023404,032318,8612.377711037587,53033023404,53033032318,3.3272283272283274,8.921513269339357,5.594284942111029,8.310568434144932
79842,032215,032318,4446.460974520454,53033032215,53033032318,7.828585108929856,8.921513269339357,1.0929281604095014,4.111107693109359
81033,032315,032318,5137.342931061571,53033032315,53033032318,4.09433962264151,8.921513269339357,4.827173646697847,5.1063260026252
98104,023100,032318,6729.206248516352,53033023100,53033032318,4.336329984135378,8.921513269339357,4.585183285203979,6.514803952185116
98898,023403,032318,8590.68576050822,53033023403,53033032318,4.761904761904762,8.921513269339357,4.159608507434595,8.147578035200858
99295,023604,032318,9988.227860496048,53033023604,53033032318,6.7560508445063565,8.921513269339357,2.1654624248330006,9.205951316929744
107632,022802,032318,8348.888634243156,53033022802,53033032318,7.166666666666668,8.921513269339357,1.7548466026726892,7.68948443108611
108029,023000,032318,5490.89407921891,53033023000,53033032318,7.230064860740176,8.921513269339357,1.6914484085991814,5.110949512156937
120733,032207,032318,6393.920003830633,53033032207,53033032318,3.859009419629292,8.921513269339357,5.062503849710065,6.260778388418576
124703,023300,032318,8212.522425180763,53033023300,53033032318,3.0081577158395647,8.921513269339357,5.913355553499793,7.9826057380126665
133437,032313,032318,5754.613043030114,53033032313,53033032318,12.620889748549324,8.921513269339357,3.699376479209967,5.5490893866481
