,TRACTCE_a,TRACTCE_b,distance
78150,029307,032319,37433.27467427234
78151,029307,030902,18649.206187524047
78152,029307,031800,3310.1835282065613
78153,029307,032208,17673.952815229688
78166,029307,029601,7549.004721985501
78180,029307,031100,14875.34297175528
78185,029307,031000,17400.065828422365
78186,029307,032002,9734.894584575371
78190,029307,032008,10247.617459004969
78191,029307,032316,24910.394322647764
78192,029307,032326,33384.10641004521
78193,029307,031605,14413.63197569237
78194,029307,032005,8113.5052896596635
78195,029307,029902,13758.742813022098
78196,029307,030306,21572.014329074034
78197,029307,030404,19559.455081841068
78199,029307,031202,19854.208190429694
78208,029307,031909,2057.886557455451
78209,029405,031705,5767.95174295864
78210,029405,032212,21713.702696708675
78211,029405,032322,35740.27363143048
78234,029405,029502,3810.6020542645
78235,029405,030006,13648.690310882635
78236,029405,030802,13959.866228243609
78237,029405,031501,24266.52516857853
78242,029405,029503,4233.043541454672
78243,029405,030004,11613.268882870567
78244,029405,030202,14561.184391075567
78245,029405,030312,19407.840969030716
78246,029405,030504,10145.428897365984
78247,029405,031601,11013.219414071951
78253,029405,032213,24109.92054449842
78254,029405,032318,27375.921373436857
78255,029405,032702,46179.815152279596
78275,029405,032203,22746.037079839214
78287,029405,031502,45115.80716707415
78289,029405,031704,6998.54678040606
78292,029405,030308,17376.0961535051
78298,029405,031400,26553.41722363052
78303,029405,029406,1605.4516842124153
78304,029405,031703,4586.217569140712
78305,029405,032211,22366.568578369366
78306,029405,032800,59718.249514309675
78307,029405,029700,6147.276561012829
78308,029405,030201,16026.207073532472
78309,029405,030311,18423.139746540302
78310,029405,030313,15961.903705238607
78311,029405,030403,18816.117776828236
78312,029405,030600,11572.030875916596
78313,029405,031302,27715.38251301718
78314,029405,031906,7091.471143555711
78315,029405,031908,4927.607572283514
78316,029405,032006,9669.437011789598
78317,029405,030003,11741.255778441018
78318,029405,032102,18207.365936742397
78319,029405,032214,24517.79805813196
78320,029405,032309,30931.625043605523
78321,029405,032317,26154.299353969287
78322,029405,032324,31042.41431001199
78323,029405,032329,32464.492793982678
78334,029405,029407,2546.1934719315104
78337,029405,032602,26467.659898819147
78357,029405,032010,12035.736418640687
78370,029405,031603,17039.689577808178
78371,029405,032500,41982.209614070605
78394,029405,029504,3539.0963830536957
78395,029405,029602,7851.524266415879
78396,029405,029802,10201.186921676464
78397,029405,030005,12504.467458332654
78398,029405,030100,15250.010034194156
78399,029405,030304,18768.996299552367
78407,029405,029408,1977.7928439566253
78408,029405,030901,15383.059105588029
78409,029405,032210,22625.604971903107
78410,029405,032215,26588.58705771561
78411,029405,032307,39180.061809318635
78412,029405,032311,39776.20356237994
78413,029405,032315,31822.133414398835
78414,029405,032320,38685.49083893399
78415,029405,030309,17104.060458507418
78416,029405,030310,18622.18739842197
78419,029405,031204,12319.970956994157
78420,029405,031206,10775.20450479197
78421,029405,030314,15823.981322713258
78422,029405,030401,15185.719492898794
78423,029405,030503,8016.56983659441
78424,029405,030700,12895.354971328494
78425,029405,030801,14265.195340949407
78428,029405,029801,8456.422165178754
78500,029405,032328,30009.793310653502
78501,029405,032401,41320.69946710879
78502,029405,032402,36891.620879597314
78503,029405,032601,31037.919680741772
78504,029405,032325,31312.457741442235
78505,029405,032703,29466.039587133637
78506,029405,031904,10559.214504638394
78507,029405,031907,6007.387770729605
78508,029405,032007,8544.336090368393
78509,029405,032011,11492.911700503764
78510,029405,032103,17349.287160655924
78511,029405,031301,24032.30709136881
78512,029405,032104,14146.571882832133
78513,029405,032207,21004.443864120924
78514,029405,031604,12464.454369308507
78515,029405,031706,6669.423169410916
78516,029405,031903,9509.594454440405
78517,029405,032321,34560.74309692122
78518,029405,032323,32568.583198642613
78531,029405,029901,12356.899482818864
78532,029405,030305,18475.693380776673
78533,029405,030501,10121.251266984662
78534,029405,031205,9028.23923386212
78537,029405,032704,31956.57464883072
78544,029405,032003,19642.037206064968
78545,029405,032313,29764.61199901588
78546,029405,032327,35007.38667478848
78547,029405,032319,39055.25578647391
78548,029405,030902,16767.655799113483
78549,029405,031800,4027.3058169319283
78550,029405,032208,19638.125487955054
78563,029405,029601,5777.782909811504
78577,029405,031100,13172.265716831525
78582,029405,031000,15712.881358641293
78583,029405,032002,11193.90176806315
78587,029405,032008,10440.983931408437
78588,029405,032316,26754.65462697372
78589,029405,032326,35178.239994886586
78590,029405,031605,14040.853454707732
78591,029405,032005,8065.117625484822
78592,029405,029902,11780.49234681101
78593,029405,030306,19683.43399638084
78594,029405,030404,17606.782225502327
78596,029405,031202,18872.75298174861
78605,029405,031909,4040.1476429897975
78606,029408,031705,6224.496485821197
78607,029408,032212,23690.81012713656
78608,029408,032322,37503.68615564429
78631,029408,029502,2548.9315940314323
78632,029408,030006,11694.199772577495
78633,029408,030802,12200.477930174915
78634,029408,031501,24800.575368927228
78639,029408,029503,2278.881363336846
78640,029408,030004,9761.418562240013
78641,029408,030202,12639.906538067962
78642,029408,030312,17473.965360315055
78643,029408,030504,8326.794748327924
78644,029408,031601,10645.40899924072
78650,029408,032213,26086.45607763491
78651,029408,032318,29300.212451597068
78652,029408,032702,47523.709107888935
78672,029408,032203,24650.066095795788
78684,029408,031502,45581.88535108104
78686,029408,031704,6195.633470947295
78689,029408,030308,15454.719408175679
78695,029408,031400,25917.34023323829
78701,029408,031703,4093.50402031935
78702,029408,032211,24336.54812999396
78703,029408,032800,61492.58759644523
78704,029408,029700,4169.558492346379
78705,029408,030201,14135.960919419565
78706,029408,030311,16522.629034019847
78707,029408,030313,13989.026353746938
78708,029408,030403,16844.970937689668
78709,029408,030600,9814.975664252039
78710,029408,031302,26898.374325479428
78711,029408,031906,8982.559030216627
78712,029408,031908,6896.067480899716
78713,029408,032006,9699.066389775853
78714,029408,030003,9982.722981678875
78715,029408,032102,20046.38349460589
78716,029408,032214,26474.360610617794
78717,029408,032309,32638.965398804034
78718,029408,032317,28065.028682012096
78719,029408,032324,32781.1675682053
78720,029408,032329,34357.66713016986
78734,029408,032602,28324.20448538586
78754,029408,032010,12862.857313116076
78767,029408,031603,17228.643602281012
78768,029408,032500,43959.3494838952
78791,029408,029504,1682.9272115143967
78792,029408,029602,6253.97257751671
78793,029408,029802,8256.067694630334
78794,029408,030005,10585.580084930754
78795,029408,030100,13407.40793623014
78796,029408,030304,16791.91807258522
78805,029408,030901,13480.473413460271
78806,029408,032210,24586.286190895586
78807,029408,032215,28560.645702637812
78808,029408,032307,40941.83786709074
78809,029408,032311,41614.95332677046
78810,029408,032315,33777.851749068606
78811,029408,032320,40387.87786152362
78812,029408,030309,15153.58512506067
78813,029408,030310,16664.823411230358
78816,029408,031204,11335.796979391176
78817,029408,031206,9197.313929536223
78818,029408,030314,13867.460101111701
78819,029408,030401,13215.65484438275
78820,029408,030503,6125.798060653796
78821,029408,030700,11079.519272116377
78822,029408,030801,12411.25720657744
78825,029408,029801,6612.6436443025605
78897,029408,032328,31895.38866851886
78898,029408,032401,43254.823237568955
78899,029408,032402,38841.32659673179
78900,029408,032601,32968.9917135945
78901,029408,032325,33082.561360455984
78902,029408,032703,31213.94951499342
78903,029408,031904,12465.43692529843
78904,029408,031907,7984.035417378231
78905,029408,032007,9557.92007104901
78906,029408,032011,12138.205358475983
78907,029408,032103,19323.839264335566
78908,029408,031301,23092.75937454377
78909,029408,032104,16120.652044736025
78910,029408,032207,22939.018608488157
78911,029408,031604,12817.717832927037
78912,029408,031706,6577.101045785587
78913,029408,031903,11478.342437914347
78914,029408,032321,36272.120030387174
78915,029408,032323,34318.516746512585
78928,029408,029901,10383.90575766058
78929,029408,030305,16642.73992846948
78930,029408,030501,8179.725800258457
78931,029408,031205,7524.298349599837
78934,029408,032704,33578.23731882842
78941,029408,032003,21023.401999162987
78942,029408,032313,31576.99198452614
78943,029408,032327,36870.13999376169
78944,029408,032319,40710.557965081585
78945,029408,030902,14912.811243812705
78946,029408,031800,5407.206024083286
78947,029408,032208,21602.25656273991
78960,029408,029601,4196.05004929553
78974,029408,031100,11556.128108135508
78979,029408,031000,14100.316447951163
78980,029408,032002,12785.374406949846
78984,029408,032008,10983.643919002774
78985,029408,032316,28616.313067221425
78986,029408,032326,36991.24202611364
78987,029408,031605,13932.919206634599
78988,029408,032005,8481.904393901214
78989,029408,029902,9807.558099033195
78990,029408,030306,17822.816200797293
78991,029408,030404,15663.991322470818
78993,029408,031202,18049.01700027217
79002,029408,031909,6017.934635469067
79003,030901,031705,15375.43347941157
79004,030901,032212,36856.78353521683
79005,030901,032322,50854.478948810705
79031,030901,031501,28416.292383772496
79041,030901,031601,13611.543057795185
79047,030901,032213,39263.03043228087
79048,030901,032318,42757.52594979399
79049,030901,032702,54921.74953588189
79069,030901,032203,38125.75596295399
79081,030901,031502,47052.81944549049
79083,030901,031704,11386.89614800297
79092,030901,031400,21589.284040831037
79098,030901,031703,12802.824823152736
79099,030901,032211,37624.49575328336
79100,030901,032800,71973.16793307774
79107,030901,031302,21080.430308228704
79108,030901,031906,21626.704806354803
79109,030901,031908,20272.27580259121
79110,030901,032006,15141.847868550476
79112,030901,032102,31818.79521809455
79113,030901,032214,39847.68489312519
79114,030901,032309,45893.95434758169
79115,030901,032317,41536.63392526378
79116,030901,032324,46096.3378094506
79117,030901,032329,47837.564803857684
79131,030901,032602,39980.35004611904
79151,030901,032010,20451.842413663308
79164,030901,031603,20306.16233913199
79165,030901,032500,56909.92654983575
79203,030901,032210,37294.08517919177
79204,030901,032215,41814.657132338434
79205,030901,032307,54285.050205810476
79206,030901,032311,55068.80429150744
79207,030901,032315,47148.68540906493
79208,030901,032320,53612.03071804994
79213,030901,031204,10175.092857020516
79214,030901,031206,6263.870778215753
79294,030901,032328,45375.857271517714
79295,030901,032401,56693.37504100325
79296,030901,032402,52235.15365024494
79297,030901,032601,45228.652092292774
79298,030901,032325,46451.25239992833
79299,030901,032703,41969.08357625902
79300,030901,031904,24994.03641328502
79301,030901,031907,21286.742672842236
79302,030901,032007,18905.924694800182
79303,030901,032011,19142.544338088304
79304,030901,032103,32572.508196901374
79305,030901,031301,16997.31322554482
79306,030901,032104,29143.812329659962
79307,030901,032207,36380.57310035429
79308,030901,031604,18226.864973353626
79309,030901,031706,13822.323753638757
79310,030901,031903,24823.570283767873
79311,030901,032321,49525.39928521519
79312,030901,032323,47650.74053529906
79328,030901,031205,7718.329741964202
79331,030901,032704,43360.218564636234
79338,030901,032003,30018.54557038381
79339,030901,032313,45007.23575634207
79340,030901,032327,50343.64139974745
79341,030901,032319,53823.82008176417
79342,030901,030902,1833.6355465621402
79343,030901,031800,17185.69099323661
79344,030901,032208,34942.44371244574
79371,030901,031100,4934.136705558262
79376,030901,031000,4988.367135815026
79377,030901,032002,23742.147137702905
79381,030901,032008,17971.821496455676
79382,030901,032316,42090.6840073459
79383,030901,032326,50418.04160448442
79384,030901,031605,16495.29947731387
79385,030901,032005,16154.670480178542
79390,030901,031202,14244.077301041674
79399,030901,031909,19314.13048836851
79401,032210,032212,3759.955384778494
79402,032210,032322,21738.98265940825
79444,032210,032213,4329.32783487093
79445,032210,032318,10501.749783134555
79446,032210,032702,32388.164584498747
79496,032210,032211,5169.476050269603
79497,032210,032800,38981.46269015813
79510,032210,032214,7057.537836387083
79511,032210,032309,19553.441388321786
79512,032210,032317,10469.035926239472
79513,032210,032324,18878.9520111539
79514,032210,032329,15376.227078383601
79528,032210,032602,6751.929707205794
79562,032210,032500,19656.074135897197
79601,032210,032215,6611.801258850705
79602,032210,032307,24584.1825977749
79603,032210,032311,23134.596393580636
79604,032210,032315,12052.671940605782
79605,032210,032320,25532.44908472477
79691,032210,032328,13850.757836257631
79692,032210,032401,21555.151964942543
79693,032210,032402,16831.872865704503
79694,032210,032601,8724.52877884936
79695,032210,032325,18272.56096072043
79696,032210,032703,11606.315563948521
79708,032210,032321,22064.68578687882
79709,032210,032323,19672.065671362783
79728,032210,032704,16032.554978760785
79736,032210,032313,16072.002406222122
79737,032210,032327,18418.52567324186
79738,032210,032319,26840.098552485226
79779,032210,032316,12717.959134523002
79780,032210,032326,20006.371828353895
79799,032215,032322,15371.036119448147
79842,032215,032318,4446.460974520455
79843,032215,032702,36720.9235212725
79894,032215,032800,39441.31556648664
79908,032215,032309,13939.59063805122
79909,032215,032317,5068.7943748724465
79910,032215,032324,13115.836843077028
79911,032215,032329,8797.448050845644
79925,032215,032602,11671.660062713272
79959,032215,032500,15789.726035086198
79999,032215,032307,18066.14524551235
80000,032215,032311,16522.971016688454
80001,032215,032315,5671.637759838808
80002,032215,032320,19170.766320313494
80088,032215,032328,7513.83025808646
80089,032215,032401,15410.44999666609
80090,032215,032402,10717.052904181162
80091,032215,032601,9759.034784620386
80092,032215,032325,12330.247783131463
80093,032215,032703,16300.391727739452
80105,032215,032321,15963.092882698342
80106,032215,032323,13642.4971182145
80125,032215,032704,20855.61864128727
80133,032215,032313,10193.891329784701
80134,032215,032327,11828.110204837269
80135,032215,032319,20583.054709250835
80176,032215,032316,7385.1532670377655
80177,032215,032326,13524.323134206472
80196,032307,032322,3439.915119764137
80239,032307,032318,14202.808324743595
80240,032307,032702,52706.87300010832
80291,032307,032800,48696.72301768625
80305,032307,032309,8525.620418823577
80306,032307,032317,14686.665868801367
80307,032307,032324,8198.696562004727
80308,032307,032329,9304.466674622907
80322,032307,032602,29381.029296814566
80356,032307,032500,20627.335372555117
80397,032307,032311,3867.098083746702
80398,032307,032315,13706.22211975768
80399,032307,032320,2533.7701676164957
80485,032307,032328,10803.342123796614
80486,032307,032401,10946.762880792401
80487,032307,032402,11956.240098446848
80488,032307,032601,25500.447340712988
80489,032307,032325,7871.208688505451
80490,032307,032703,33581.94134136147
80502,032307,032321,5060.113646224808
80503,032307,032323,6635.014079740245
80522,032307,032704,37986.55509822004
80530,032307,032313,9622.07681609982
80531,032307,032327,6395.505244476364
80532,032307,032319,4292.82279513205
80573,032307,032316,13081.360844606364
80574,032307,032326,4595.89716836005
80593,032311,032322,5421.24587543119
80636,032311,032318,13289.030807254061
80637,032311,032702,49714.42256151046
80688,032311,032800,44909.523833964915
80703,032311,032317,14121.660030591345
80704,032311,032324,9782.094595154238
80705,032311,032329,7909.862794805462
80719,032311,032602,27264.263269317533
80753,032311,032500,16884.048468934754
80795,032311,032315,11453.300525643246
80796,032311,032320,6389.463026129838
80882,032311,032328,10060.672186376301
80883,032311,032401,7085.700869935276
80884,032311,032402,8642.678309449604
80885,032311,032601,22865.721472129437
80886,032311,032325,9040.03587477386
80887,032311,032703,31186.208911188925
80899,032311,032321,7700.918708955188
80900,032311,032323,8265.309406095437
80919,032311,032704,35471.96269910154
80927,032311,032313,10099.921851469306
80928,032311,032327,4936.020099230279
80929,032311,032319,8159.416303981397
80970,032311,032316,13057.290855972262
80971,032311,032326,4790.45864634255
80990,032315,032322,11694.172611318758
81033,032315,032318,5137.342931061571
81034,032315,032702,39255.70926647397
81085,032315,032800,38512.712394965485
81100,032315,032317,6590.509852714626
81101,032315,032324,11207.066515590886
81102,032315,032329,4800.81677405523
81116,032315,032602,15820.119315762307
81150,032315,032500,12107.345344748854
81193,032315,032320,15317.742875892258
81279,032315,032328,5325.52442262175
81280,032315,032401,9755.665517117619
81281,032315,032402,5111.407344921984
81282,032315,032601,11855.859482892225
81283,032315,032325,10138.769434317852
81284,032315,032703,19884.6924692363
81296,032315,032321,12984.976982036542
81297,032315,032323,11064.383732721715
81316,032315,032704,24280.62748287647
81325,032315,032327,7326.805573704555
81326,032315,032319,16962.432778830935
81367,032315,032316,7777.601706387331
81368,032315,032326,9551.973679350485
81387,032320,032322,3801.0154398943323
81431,032320,032702,54529.5926737978
81482,032320,032800,51109.951038283354
81498,032320,032324,7739.81859605144
81499,032320,032329,10653.788305629443
81513,032320,032602,30704.62476628497
81547,032320,032500,23023.022821374285
81676,032320,032328,11692.971462665284
81677,032320,032401,13451.865007710581
81678,032320,032402,14151.58510532687
81679,032320,032601,27173.542413578634
81680,032320,032325,7771.99538016191
81681,032320,032703,35059.1166476174
81693,032320,032321,4134.34694929149
81694,032320,032323,6351.719706675315
81713,032320,032704,39522.839391510744
81722,032320,032327,8047.328919362617
81765,032320,032326,5783.087764785822
81782,030309,031705,19231.754705948864
81783,030309,032212,38655.865767839896
81784,030309,032322,50511.584941448775
81809,030309,030802,9623.580953660039
81810,030309,031501,34607.99193117449
81818,030309,030312,2437.106687731954
81819,030309,030504,9712.78398538753
81820,030309,031601,19206.262619605506
81826,030309,032213,41026.580798464995
81827,030309,032318,43649.99017286464
81828,030309,032702,60420.962182551884
81848,030309,032203,38900.429616930065
81860,030309,031502,53764.66235252105
81862,030309,031704,15792.607329656315
81871,030309,031400,28486.729801618956
81877,030309,031703,16292.93037025894
81878,030309,032211,39169.870347433134
81879,030309,032800,76192.84737334056
81882,030309,030311,2336.2307787218438
81883,030309,030313,1881.5305236781978
81884,030309,030403,4526.526038041467
81885,030309,030600,9905.00133264816
81886,030309,031302,27904.250242219503
81887,030309,031906,24115.210535296825
81888,030309,031908,21891.029446765886
81889,030309,032006,20221.342174014084
81891,030309,032102,35058.13348460422
81892,030309,032214,41142.01102183484
81893,030309,032309,45360.05729297457
81894,030309,032317,42318.43266962323
81895,030309,032324,45712.943879503226
81896,030309,032329,48396.233373943694
81910,030309,032602,43346.97649767876
81930,030309,032010,25298.802477399073
81943,030309,031603,26374.245771690315
81944,030309,032500,58983.26081886922
81981,030309,030901,6902.1674991559985
81982,030309,032210,39727.85606301912
81983,030309,032215,43404.45440907291
81984,030309,032307,53879.14865390219
81985,030309,032311,55134.34529086949
81986,030309,032315,48390.821367748315
81987,030309,032320,52899.16554714303
81989,030309,030310,1561.5957308517884
81992,030309,031204,16326.62635470442
81993,030309,031206,11746.610336808713
81994,030309,030314,1318.3852721742692
81995,030309,030401,4295.042049787908
81996,030309,030503,10292.312968868737
81997,030309,030700,8876.268313055069
81998,030309,030801,8053.822806484696
82073,030309,032328,45902.7932318788
82074,030309,032401,57591.39584245554
82075,030309,032402,53362.52981675366
82076,030309,032601,48116.45848983654
82077,030309,032325,46224.9839185867
82078,030309,032703,45924.67728065103
82079,030309,031904,27601.816278267805
82080,030309,031907,23026.370205568703
82081,030309,032007,23023.35796279842
82082,030309,032011,24100.536333791835
82083,030309,032103,34250.83601703465
82084,030309,031301,23852.381481844463
82085,030309,032104,31218.503753519504
82086,030309,032207,37445.74544998293
82087,030309,031604,23599.053396184496
82088,030309,031706,18112.28937785417
82089,030309,031903,26404.788508165762
82090,030309,032321,48933.196670647856
82091,030309,032323,47293.08714339834
82106,030309,030501,8203.492600776297
82107,030309,031205,12507.931642873067
82110,030309,032704,47834.93904791084
82117,030309,032003,34674.2973769537
82118,030309,032313,45047.816691139284
82119,030309,032327,50635.925523910744
82120,030309,032319,52877.0152069289
82121,030309,030902,8220.888397413852
82122,030309,031800,20104.33872389586
82123,030309,032208,36384.66087620197
82150,030309,031100,11363.93633259041
82155,030309,031000,11885.913384629195
82156,030309,032002,27354.4322828446
82160,030309,032008,22850.89263398573
82161,030309,032316,42493.38983106265
82162,030309,032326,50373.37605087398
82163,030309,031605,22467.28663661161
82164,030309,032005,20637.68316401228
82167,030309,030404,5793.061309677907
82169,030309,031202,21092.284496618417
82178,030309,031909,21105.714639185724
82179,030310,031705,20584.061454360603
82180,030310,032212,40201.92439077881
82181,030310,032322,52046.32470172901
82206,030310,030802,10290.854164334141
82207,030310,031501,35536.20216116218
82215,030310,030312,1450.3983397895215
82216,030310,030504,10865.762622721075
82217,030310,031601,20267.919753488408
82223,030310,032213,42574.75894623637
82224,030310,032318,45211.58417253111
82225,030310,032702,61572.567878658934
82245,030310,032203,40461.99968738935
82257,030310,031502,54429.87283090139
82259,030310,031704,17045.698231713777
82268,030310,031400,28799.446237895932
82274,030310,031703,17666.44921672923
82275,030310,032211,40723.096824066975
82276,030310,032800,77576.26437737717
82279,030310,030311,2399.3021567520427
82280,030310,030313,2921.282230833118
82281,030310,030403,3995.6143898107803
82282,030310,030600,10878.51893574273
82283,030310,031302,28066.2022282849
82284,030310,031906,25611.487113784107
82285,030310,031908,23427.320803833987
82286,030310,032006,21396.212852240096
82288,030310,032102,36518.07077377016
82289,030310,032214,42700.45339954732
82290,030310,032309,46888.865171744816
82291,030310,032317,43879.91943265253
82292,030310,032324,47248.11738270676
82293,030310,032329,49955.569375379346
82307,030310,032602,44804.55546464857
82327,030310,032010,26536.85593876155
82340,030310,031603,27332.22504692343
82341,030310,032500,60526.75598374789
82378,030310,030901,7383.0674339929565
82379,030310,032210,41247.78468194961
82380,030310,032215,44957.9738572946
82381,030310,032307,55409.87459425515
82382,030310,032311,56682.14481307463
82383,030310,032315,49950.91402802842
82384,030310,032320,54415.156908166195
82389,030310,031204,17220.015855074947
82390,030310,031206,12754.330295508662
82391,030310,030314,2798.298389207373
82392,030310,030401,5025.729268708825
82393,030310,030503,11639.876791255669
82394,030310,030700,9714.984099930798
82395,030310,030801,8707.969986741715
82470,030310,032328,47462.07467559645
82471,030310,032401,59152.77507782103
82472,030310,032402,54923.783828069296
82473,030310,032601,49614.493656547675
82474,030310,032325,47766.00267422459
82475,030310,032703,47324.793817293525
82476,030310,031904,29097.617618223227
82477,030310,031907,24559.89288078405
82478,030310,032007,24361.542364853154
82479,030310,032011,25314.983194774024
82480,030310,032103,35798.289050263855
82481,030310,031301,24071.50940719088
82482,030310,032104,32748.722654354133
82483,030310,032207,39006.1567946936
82484,030310,031604,24730.583207400134
82485,030310,031706,19401.267211371764
82486,030310,031903,27949.005560758123
82487,030310,032321,50457.363895775605
82488,030310,032323,48828.58096814877
82503,030310,030501,9488.372670717848
82504,030310,031205,13657.563675559368
82507,030310,032704,49169.320390961206
82514,030310,032003,35965.81429567504
82515,030310,032313,46597.737224520184
82516,030310,032327,52190.48280101732
82517,030310,032319,54379.40759103344
82518,030310,030902,8425.512198372162
82519,030310,031800,21555.754567107382
82520,030310,032208,37939.173595042004
82547,030310,031100,12119.017406678458
82552,030310,031000,12337.061942711203
82553,030310,032002,28765.14338119871
82557,030310,032008,24074.327978861736
82558,030310,032316,44051.575755068116
82559,030310,032326,51919.083247722825
82560,030310,031605,23444.32128796257
82561,030310,032005,21914.221713988947
82564,030310,030404,5745.94324851832
82566,030310,031202,21619.49485321933
82575,030310,031909,22632.969743645317
82576,028100,031705,17177.642735849
82577,028100,032212,24495.066552015945
82578,028100,032322,32352.3741462583
82599,028100,028200,1671.103622928203
82600,028100,029303,8155.74818154924
82601,028100,029502,14008.837395525446
82602,028100,030006,16279.924328480969
82603,028100,030802,21311.88385814428
82604,028100,031501,35508.4275873074
82606,028100,028500,3360.1473566208224
82607,028100,029204,9905.248162284242
82608,028100,029305,8474.177110340557
82609,028100,029503,12521.781220731378
82610,028100,030004,13184.997392301768
82611,028100,030202,16157.119681220738
82612,028100,030312,20210.30813953436
82613,028100,030504,17617.331958411418
82614,028100,031601,22174.747248815835
82620,028100,032213,26539.410027078724
82621,028100,032318,27293.804277275653
82622,028100,032702,55353.3180180898
82641,028100,029403,10148.060466401907
82642,028100,032203,22658.479520463152
82654,028100,031502,56360.51747105704
82656,028100,031704,17699.44751123736
82659,028100,030308,18282.5777631888
82665,028100,031400,37372.24103566299
82669,028100,028700,5718.831782126121
82670,028100,029406,12401.858706394225
82671,028100,031703,15606.41257935788
82672,028100,032211,24401.69808766088
82673,028100,032800,65853.27452232949
82674,028100,029700,12872.327224641802
82675,028100,030201,16662.33189065918
82676,028100,030311,18701.615324975934
82677,028100,030313,18769.796444053023
82678,028100,030403,22523.84340529946
82679,028100,030600,19235.10383273278
82680,028100,031302,38194.54214757384
82681,028100,031906,15411.801046275123
82682,028100,031908,12013.423817521909
82683,028100,032006,21050.48935981142
82684,028100,030003,12220.118362733438
82685,028100,032102,25127.127286277577
82686,028100,032214,25684.561271657123
82687,028100,032309,27121.078431866375
82688,028100,032317,25854.976973682777
82689,028100,032324,27601.181254434778
82690,028100,032329,31315.10601732537
82697,028100,028802,4936.192020577024
82698,028100,028902,7712.538574924746
82699,028100,029205,9344.971499423775
82700,028100,029306,9882.155961461549
82701,028100,029407,11056.190687025033
82704,028100,032602,32553.516228619315
82709,028100,028600,5010.728250215519
82724,028100,032010,23123.18560177223
82737,028100,031603,28452.514953693182
82738,028100,032500,44056.02953349963
82761,028100,029504,12647.14932555573
82762,028100,029602,16798.833391360455
82763,028100,029802,13817.363943420587
82764,028100,030005,14709.540272813512
82765,028100,030100,15376.887587650202
82766,028100,030304,21479.82105278744
82767,028100,028901,7477.2613313651655
82768,028100,029001,9499.49069935854
82769,028100,029003,9597.274558280142
82770,028100,029101,8168.4104848499965
82771,028100,029304,10287.972396524116
82772,028100,029307,11640.555941257013
82773,028100,029405,11413.500995819577
82774,028100,029408,11536.770056611924
82775,028100,030901,21178.0575104879
82776,028100,032210,26927.692224627666
82777,028100,032215,28352.723670651198
82778,028100,032307,35623.20360906587
82779,028100,032311,37291.074652714015
82780,028100,032315,32382.992538639533
82781,028100,032320,34435.42180649499
82782,028100,030309,18780.847873721494
82783,028100,030310,20231.766379001507
82785,028100,028300,4739.379851231291
82786,028100,031204,22618.426899160993
82787,028100,031206,19447.22614727545
82788,028100,030314,17962.237719059034
82789,028100,030401,19522.818819636825
82790,028100,030503,15400.190836593718
82791,028100,030700,19950.93359253569
82792,028100,030801,20787.218203599263
82795,028100,029801,11649.719751314797
82796,028100,028402,2057.964543899122
82797,028100,028801,5396.620754156211
82867,028100,032328,28869.119594301384
82868,028100,032401,40720.35695220665
82869,028100,032402,36960.59159100607
82870,028100,032601,35607.750950980066
82871,028100,032325,28255.19983660906
82872,028100,032703,36557.58336269552
82873,028100,031904,17806.545091305543
82874,028100,031907,12816.592006039928
82875,028100,032007,19533.925660469016
82876,028100,032011,22757.64673015014
82877,028100,032103,20416.533258477157
82878,028100,031301,34262.153680458214
82879,028100,032104,18953.25992670396
82880,028100,032207,21875.476038564815
82881,028100,031604,23859.831855761804
82882,028100,031706,17981.30435141595
82883,028100,031903,14251.388299107044
82884,028100,032321,30593.716051870033
82885,028100,032323,29174.491969559836
82896,028100,028403,3417.2076084250552
82897,028100,029004,9904.839321372609
82898,028100,029901,16069.038308856034
82899,028100,030305,17660.350809532487
82900,028100,030501,16334.701202624612
82901,028100,031205,18154.074941012077
82904,028100,032704,39918.96113884967
82911,028100,032003,29240.195085218376
82912,028100,032313,27403.995642077323
82913,028100,032327,33139.78067925046
82914,028100,032319,34283.39666207239
82915,028100,030902,22977.536027494963
82916,028100,031800,14938.32057132433
82917,028100,032208,21712.70666741766
82929,028100,029102,9940.230645287169
82930,028100,029601,15096.034436916143
82944,028100,031100,21443.623854670823
82948,028100,029206,7455.44073106653
82949,028100,031000,23801.09359691466
82950,028100,032002,20547.622096999792
82954,028100,032008,21781.272043728914
82955,028100,032316,25428.896126461423
82956,028100,032326,32502.09903459355
82957,028100,031605,25384.40651019332
82958,028100,032005,19467.134295531665
82959,028100,029902,16727.08297185949
82960,028100,030306,19041.917374238557
82961,028100,030404,22399.984113456994
82963,028100,031202,29396.529849518258
82964,028100,029203,10498.002059729515
82972,028100,031909,12209.667488879213
82973,028300,031705,13171.05297529274
82974,028300,032212,24896.694026239627
82975,028300,032322,35268.665804408454
82997,028300,029303,5202.592883067515
82998,028300,029502,9487.39611168286
82999,028300,030006,12342.615403744121
83000,028300,030802,16662.46033397954
83001,028300,031501,31749.57617612931
83003,028300,028500,4547.572641422593
83004,028300,029204,5338.643076486787
83005,028300,029305,4672.443784961399
83006,028300,029503,7843.058533965376
83007,028300,030004,9319.432484124301
83008,028300,030202,12511.391832457592
83009,028300,030312,17020.765869664727
83010,028300,030504,12912.991032969547
83011,028300,031601,17743.419310099773
83017,028300,032213,27138.144512601277
83018,028300,032318,28906.27782335696
83019,028300,032702,53124.2551608632
